Organism/Name,origin,order,family,genus
Thermoproteus tenax spherical virus 1,RefSeq-85,,Globuloviridae,Globulovirus
Thermus phage TMA,RefSeq-85,Caudovirales,Myoviridae,
Thermus phage phi OH2,RefSeq-85,Caudovirales,,
Thermus phage phiYS40,RefSeq-85,Caudovirales,Myoviridae,
Thermus virus IN93,RefSeq-85,,Sphaerolipoviridae,Gammasphaerolipovirus
Thermus virus P23-45,RefSeq-85,Caudovirales,Siphoviridae,P23virus
Thermus virus P23-77,RefSeq-85,,Sphaerolipoviridae,Gammasphaerolipovirus
Thermus virus P74-26,RefSeq-85,Caudovirales,Siphoviridae,P23virus
Tsukamurella phage TIN2,RefSeq-85,Caudovirales,Siphoviridae,Tin2virus
Tsukamurella phage TIN3,RefSeq-85,Caudovirales,Siphoviridae,Tin2virus
Tsukamurella phage TPA2,RefSeq-85,Caudovirales,Siphoviridae,
Tsukamurella phage TPA4,RefSeq-85,,,
Uncultured phage WW-nAnB strain 2,RefSeq-85,,Inoviridae,
Uncultured phage WW-nAnB strain 3,RefSeq-85,,Inoviridae,
Verrucomicrobia phage P8625,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage 11895-B1,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage CHOED,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage CP-T1,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage CTX,RefSeq-85,,Inoviridae,
Vibrio phage ICP1,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage ICP2,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage ICP2_2013_A_Haiti,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage ICP3,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage J2,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage JA-1,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage K139,RefSeq-85,Caudovirales,Myoviridae,Hp1virus
Vibrio phage KSF1,RefSeq-85,,Inoviridae,
Vibrio phage KVP40,RefSeq-85,Caudovirales,Myoviridae,Schizot4virus
Vibrio phage N4,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage PVA1,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage PWH3a-P1,RefSeq-85,,,
Vibrio phage QH,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage SHOU24,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage SIO-2,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage VBM1,RefSeq-85,,,
Vibrio phage VBP32,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage VBP47,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage VCY-phi,RefSeq-85,,Inoviridae,
Vibrio phage VEJphi,RefSeq-85,,Inoviridae,
Vibrio phage VFJ,RefSeq-85,,Inoviridae,Saetivirus
Vibrio phage VGJphi,RefSeq-85,,Inoviridae,Fibrovirus
Vibrio phage VH7D,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage VHML,RefSeq-85,Caudovirales,Myoviridae,Vhmlvirus
Vibrio phage VP2,RefSeq-85,Caudovirales,Podoviridae,Vp5virus
Vibrio phage VP5,RefSeq-85,Caudovirales,Podoviridae,Vp5virus
Vibrio phage VP585,RefSeq-85,Caudovirales,Myoviridae,Vhmlvirus
Vibrio phage VP882,RefSeq-85,Caudovirales,Myoviridae,Hapunavirus
Vibrio phage VP93,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage VPMS1,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage VPUSM 8,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage VSK,RefSeq-85,,Inoviridae,Fibrovirus
Vibrio phage ValKK3,RefSeq-85,Caudovirales,Myoviridae,Schizot4virus
Vibrio phage VfO3K6,RefSeq-85,,Inoviridae,
Vibrio phage VfO4K68,RefSeq-85,,Inoviridae,
Vibrio phage VpKK5,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage VpV262,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage VvAW1,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage X29,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage douglas 12A4,RefSeq-85,,,
Vibrio phage eugene 12A10,RefSeq-85,,,
Vibrio phage fs2,RefSeq-85,,Inoviridae,Saetivirus
Vibrio phage helene 12B3,RefSeq-85,,,
Vibrio phage henriette 12B8,RefSeq-85,,,
Vibrio phage martha 12B12,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage nt-1,RefSeq-85,Caudovirales,Myoviridae,Schizot4virus
Vibrio phage pVp-1,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage pYD21-A,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage pYD38-A,RefSeq-85,,,
Vibrio phage pYD38-B,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage phi 1,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage phi 3,RefSeq-85,Caudovirales,Siphoviridae,
Vibrio phage phi-A318,RefSeq-85,Caudovirales,Podoviridae,
Vibrio phage phiVC8,RefSeq-85,Caudovirales,Podoviridae,Vp5virus
Vibrio phage qdvp001,RefSeq-85,,,
Vibrio phage vB_VchM-138,RefSeq-85,Caudovirales,Myoviridae,
Vibrio phage vB_VpaM_MAR,RefSeq-85,Caudovirales,Myoviridae,Vhmlvirus
Vibrio phage vB_VpaS_MAR10,RefSeq-85,Caudovirales,Siphoviridae,Ssp2virus
Vibrio virus Vf33,RefSeq-85,,Inoviridae,
Vibrio virus fs1,RefSeq-85,,Inoviridae,Fibrovirus
Vibriophage VP4,RefSeq-85,Caudovirales,Podoviridae,
Weissella phage WCP30,RefSeq-85,,,
Weissella phage phiYS61,RefSeq-85,Caudovirales,Podoviridae,
Xanthomonas citri phage CP2,RefSeq-85,Caudovirales,Podoviridae,
Xanthomonas phage OP2,RefSeq-85,Caudovirales,Myoviridae,Bcep78virus
Xanthomonas phage Xp15,RefSeq-85,Caudovirales,,
Xanthomonas phage vB_XveM_DIBBI,RefSeq-85,Caudovirales,Myoviridae,
Xanthomonas virus CP1,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus
Xanthomonas virus Cf1c,RefSeq-85,,Inoviridae,
Xanthomonas virus OP1,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus
Xanthomonas virus Xop411,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus
Xanthomonas virus Xp10,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus
Xanthomonas virus phil7,RefSeq-85,Caudovirales,Siphoviridae,Xp10virus
Xylella phage Paz,RefSeq-85,Caudovirales,Podoviridae,
Xylella phage Prado,RefSeq-85,Caudovirales,Podoviridae,Pradovirus
Xylella phage Xfas53,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage Berlin,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage L-413C,RefSeq-85,Caudovirales,Myoviridae,P2virus
Yersinia phage PST,RefSeq-85,Caudovirales,Myoviridae,T4virus
Yersinia phage PY54,RefSeq-85,Caudovirales,Siphoviridae,
Yersinia phage Yep-phi,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage Yepe2,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage phi80-18,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage phiA1122,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage phiD1,RefSeq-85,Caudovirales,Myoviridae,T4virus
Yersinia phage phiR1-37,RefSeq-85,Caudovirales,Myoviridae,
Yersinia phage phiR1-RT,RefSeq-85,Caudovirales,Myoviridae,Tg1virus
Yersinia phage phiR201,RefSeq-85,Caudovirales,Siphoviridae,
Yersinia phage phiYeO3-12,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage vB_YenM_TG1,RefSeq-85,Caudovirales,Myoviridae,Tg1virus
Yersinia phage vB_YenP_AP10,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage vB_YenP_AP5,RefSeq-85,Caudovirales,Podoviridae,
Yersinia phage vB_YenP_ISAO8,RefSeq-85,Caudovirales,Podoviridae,
uncultured crAssphage,RefSeq-85,,,
uncultured phage WW-nAnB,RefSeq-85,,Inoviridae,
