protein_id,contig_id,keywords
YP_015525.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp04
YP_015524.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp03
YP_015523.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp02
YP_015522.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp01
YP_015535.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp14
YP_015528.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp07
YP_015536.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp15
YP_015545.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp24
YP_015538.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp17
YP_015555.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp34
YP_015554.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp33
YP_015553.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp32
YP_015552.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp31
YP_015551.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp30
YP_015550.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp29
YP_015548.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp27
YP_015547.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp26
YP_015546.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp25
YP_015544.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp23
YP_015543.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp22
YP_015542.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp21
YP_015541.1,Pyrobaculum spherical virus,virus coat protein VP2
YP_015540.1,Pyrobaculum spherical virus,virus coat protein VP3
YP_015539.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp18
YP_015537.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp16
YP_015549.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp28
YP_015560.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp39
YP_015556.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp35
YP_015557.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp36
YP_015569.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp48
YP_015567.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp46
YP_015566.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp45
YP_015565.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp44
YP_015568.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp47
YP_015563.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp42
YP_015562.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp41
YP_015561.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp40
YP_015559.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp38
YP_015558.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp37
YP_015564.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp43
YP_001294066.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294059.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF82
YP_001294060.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294061.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294062.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF158
YP_001294063.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294064.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294065.1,Pyrococcus abyssi virus 1,concanavalin A-like lectin/glucanase
YP_001294067.1,Pyrococcus abyssi virus 1,concanavalin A-like lectin/glucanase
YP_001294073.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF898
YP_001294069.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF89
YP_001294070.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF180b
YP_001294071.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF137
YP_001294072.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF375
YP_001294058.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF62
YP_001294074.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294075.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF190
YP_001294076.1,Pyrococcus abyssi virus 1,leucine zipper and winged helix DNA-binding domain
YP_001294068.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294056.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294057.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF180a
YP_001294055.1,Pyrococcus abyssi virus 1,winged helix
YP_001294052.1,Pyrococcus abyssi virus 1,ribbon-helix-helix protein
YP_001294053.1,Pyrococcus abyssi virus 1,membrane protein
YP_001294054.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF87
YP_009094249.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp24
YP_009094250.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp25
YP_009094251.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp26
YP_009094252.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp27
YP_009094253.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp28
YP_009094254.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp29
YP_009094255.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp30
YP_009094257.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp32
YP_009094248.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp23
YP_009094258.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp33
YP_009094259.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp34
YP_009094260.1,Stygiolobus rod-shaped virus,"ribbon-helix-helix protein, CopG family"
YP_009094261.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp36
YP_009094262.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp37
YP_009094245.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp20
YP_009094256.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp31
YP_009094247.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp22
YP_009094244.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp19
YP_009094246.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp21
YP_009094241.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp16
YP_009094240.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp15
YP_009094239.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp14
YP_009094238.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp13
YP_009094237.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp12
YP_009094236.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp11
YP_009094235.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp10
YP_009094234.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp09
YP_009094242.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp17
YP_009094232.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp07
YP_009094233.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp08
YP_009094226.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp01
YP_009094227.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp02
YP_009094243.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp18
YP_009094229.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp04
YP_009094230.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp05
YP_009094231.1,Stygiolobus rod-shaped virus,hypothetical protein N617_gp06
YP_009094228.1,Stygiolobus rod-shaped virus,FAD-dependent thymidylate synthase
YP_009817915.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp20
YP_009817916.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp21
YP_009817917.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp22
YP_009817918.1,Sulfolobales Beppu filamentous virus 2,putative glycosyltransferase
YP_009817919.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp24
YP_009817920.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp25
YP_009817921.1,Sulfolobales Beppu filamentous virus 2,putative glycosyltransferase
YP_009817923.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp28
YP_009817924.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp29
YP_009817926.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp31
YP_009817927.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp32
YP_009817928.1,Sulfolobales Beppu filamentous virus 2,putative major capsid protein
YP_009817929.1,Sulfolobales Beppu filamentous virus 2,putative major capsid protein
YP_009817914.1,Sulfolobales Beppu filamentous virus 2,putative viral structural protein
YP_009817922.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp27
YP_009817925.1,Sulfolobales Beppu filamentous virus 2,putative viral structural protein
YP_009817904.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp09
YP_009817911.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp16
YP_009817896.1,Sulfolobales Beppu filamentous virus 2,putative superfamily 2 helicase
YP_009817897.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp02
YP_009817898.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp03
YP_009817899.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp04
YP_009817900.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp05
YP_009817901.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp06
YP_009817902.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp07
YP_009817903.1,Sulfolobales Beppu filamentous virus 2,putative nuclease
YP_009817930.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp35
YP_009817905.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp10
YP_009817906.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp11
YP_009817907.1,Sulfolobales Beppu filamentous virus 2,"putative GDP-mannose 4,6-dehydratase"
YP_009817908.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp13
YP_009817909.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp14
YP_009817910.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp15
YP_009817912.1,Sulfolobales Beppu filamentous virus 2,putative glycosyltransferase
YP_009817931.1,Sulfolobales Beppu filamentous virus 2,ribbon-helix-helix domain
YP_009817913.1,Sulfolobales Beppu filamentous virus 2,putative viral structural protein
YP_009817933.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp38
YP_009817932.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp37
YP_009817963.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp68
YP_009817962.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp67
YP_009817960.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp65
YP_009817959.1,Sulfolobales Beppu filamentous virus 2,putative CRISPR-associated Cas4 nuclease
YP_009817958.1,Sulfolobales Beppu filamentous virus 2,Zn finger protein
YP_009817957.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp62
YP_009817956.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp61
YP_009817955.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp60
YP_009817954.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp59
YP_009817953.1,Sulfolobales Beppu filamentous virus 2,putative superfamily 2 helicase
YP_009817952.1,Sulfolobales Beppu filamentous virus 2,putative glycosyltransferase
YP_009817951.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp56
YP_009817950.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp55
YP_009817949.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp54
YP_009817961.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp66
YP_009817947.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp52
YP_009817948.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp53
YP_009817935.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp40
YP_009817937.1,Sulfolobales Beppu filamentous virus 2,putative viral structural protein
YP_009817938.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp43
YP_009817939.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp44
YP_009817940.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp45
YP_009817936.1,Sulfolobales Beppu filamentous virus 2,putative viral structural protein
YP_009817942.1,Sulfolobales Beppu filamentous virus 2,putative glycosyltransferase
YP_009817946.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp51
YP_009817941.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp46
YP_009817945.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp50
YP_009817934.1,Sulfolobales Beppu filamentous virus 2,putative viral structural protein
YP_009817944.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp49
YP_009817943.1,Sulfolobales Beppu filamentous virus 2,hypothetical protein HOU84_gp48
YP_009817872.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp31
YP_009817873.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp32
YP_009817874.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp33
YP_009817876.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp35
YP_009817877.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp36
YP_009817878.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp37
YP_009817879.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp38
YP_009817880.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp39
YP_009817881.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp40
YP_009817882.1,Sulfolobales Beppu filamentous virus 3,putative dual specificity phosphatase
YP_009817875.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp34
YP_009817890.1,Sulfolobales Beppu filamentous virus 3,ABC transporter
YP_009817885.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp44
YP_009817886.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp45
YP_009817887.1,Sulfolobales Beppu filamentous virus 3,Zn finger protein
YP_009817888.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp47
YP_009817889.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp48
YP_009817891.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp50
YP_009817892.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp51
YP_009817893.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp52
YP_009817894.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp53
YP_009817895.1,Sulfolobales Beppu filamentous virus 3,putative ArclD1 anti-CRISPR protein
YP_009817871.1,Sulfolobales Beppu filamentous virus 3,putative lectin
YP_009817883.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp42
YP_009817870.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp29
YP_009817884.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp43
YP_009817868.1,Sulfolobales Beppu filamentous virus 3,putative glycosyltransferase
YP_009817869.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp28
YP_009817842.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp01
YP_009817844.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp03
YP_009817845.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp04
YP_009817846.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp05
YP_009817847.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp06
YP_009817848.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp07
YP_009817849.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp08
YP_009817850.1,Sulfolobales Beppu filamentous virus 3,ribbon-helix-helix domain
YP_009817851.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp10
YP_009817852.1,Sulfolobales Beppu filamentous virus 3,ribbon-helix-helix domain
YP_009817853.1,Sulfolobales Beppu filamentous virus 3,putative superfamily 6 helicase
YP_009817854.1,Sulfolobales Beppu filamentous virus 3,ribbon-helix-helix domain
YP_009817843.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp02
YP_009817856.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp15
YP_009817867.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp26
YP_009817866.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp25
YP_009817865.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp24
YP_009817864.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp23
YP_009817863.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp22
YP_009817855.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp14
YP_009817861.1,Sulfolobales Beppu filamentous virus 3,putative SAM-dependent methyltransferase
YP_009817860.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp19
YP_009817859.1,Sulfolobales Beppu filamentous virus 3,putative glycosyltransferase
YP_009817858.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp17
YP_009817857.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp16
YP_009817862.1,Sulfolobales Beppu filamentous virus 3,hypothetical protein HOU83_gp21
YP_007678005.1,Sulfolobales Mexican fusellovirus 1,putative regulatory protein
YP_007678006.1,Sulfolobales Mexican fusellovirus 1,hypothetical protein SMF1_0004
YP_007678007.1,Sulfolobales Mexican fusellovirus 1,hypothetical protein SMF1_0005
YP_007678008.1,Sulfolobales Mexican fusellovirus 1,hypothetical protein SMF1_0006
YP_007678010.1,Sulfolobales Mexican fusellovirus 1,DnaA-like protein
YP_007678011.1,Sulfolobales Mexican fusellovirus 1,integrase
YP_007678012.1,Sulfolobales Mexican fusellovirus 1,putative regulatory protein
YP_007678013.1,Sulfolobales Mexican fusellovirus 1,putative regulatory protein
YP_007678004.1,Sulfolobales Mexican fusellovirus 1,hypothetical protein SMF1_0002
YP_007678009.1,Sulfolobales Mexican fusellovirus 1,hypothetical protein SMF1_0007
YP_007678003.1,Sulfolobales Mexican fusellovirus 1,putative regulatory protein
YP_007678014.1,Sulfolobales Mexican fusellovirus 1,hypothetical protein SMF1_0012
YP_007678015.1,Sulfolobales Mexican fusellovirus 1,hypothetical protein SMF1_0013
